NAME;LOCATION;BLZ;bic;RPDHBCIPT
Kreissparkasse Vulkaneifel;Daun;58651240;MALADE51DAU;8
Volksbank Eifel;Bitburg;58660101;GENODED1BIT;56
Raiffeisenbank Westeifel;Arzfeld;58661901;GENODED1WSC;56
Sparkasse Mittelmosel-Eifel Mosel Hunsrück;Bernkastel-Kues;58751230;MALADE51BKS;8
Raiffeisenbank Zeller Land;Briedel;58761343;GENODED1BPU;56
Deutsche Bank;Bernkastel-Kues;58771224;DEUTDEDB587;19
Deutsche Bank;Bernkastel-Kues;58771242;DEUTDE5M587;19
Bundesbank;Saarbrücken;59000000;MARKDEF1590;0
Postbank Ndl der Deutsche Bank;St. Ingbert;59010011;PBNKDEFF011;1
Postbank Ndl der Deutsche Bank;Neunkirchen;59010012;PBNKDEFF012;1
Postbank Ndl der Deutsche Bank;Dillingen;59010013;PBNKDEFF013;1
Postbank Ndl der Deutsche Bank;Völklingen;59010014;PBNKDEFF014;1
Postbank Ndl der Deutsche Bank;Aachen;59010015;PBNKDEFF015;1
Postbank Ndl der Deutsche Bank;Bruchsal;59010016;PBNKDEFF016;1
Postbank Ndl der Deutsche Bank;Göttingen;59010017;PBNKDEFF017;1
Postbank Ndl der Deutsche Bank;Wedel;59010018;PBNKDEFF018;1
Postbank Ndl der Deutsche Bank;Arnsberg;59010019;PBNKDEFF019;1
Postbank Ndl der Deutsche Bank;Aschaffenburg;59010021;PBNKDEFF021;1
Postbank Ndl der Deutsche Bank;Fulda;59010022;PBNKDEFF022;1
Postbank Ndl der Deutsche Bank;Bad Homburg;59010023;PBNKDEFF023;1
Postbank Ndl der Deutsche Bank;Brühl;59010024;PBNKDEFF024;1
Postbank Ndl der Deutsche Bank;Kassel;59010025;PBNKDEFF025;1
Postbank Ndl der Deutsche Bank;Kaufbeuren;59010026;PBNKDEFF026;1
Postbank Ndl der Deutsche Bank;Pinneberg;59010027;PBNKDEFF027;1
Postbank Ndl der Deutsche Bank;Alzey;59010028;PBNKDEFF028;1
Postbank Ndl der Deutsche Bank;Bad Vilbel;59010029;PBNKDEFF029;1
Postbank Ndl der Deutsche Bank;Bretten;59010031;PBNKDEFF031;1
Postbank Ndl der Deutsche Bank;Stralsund;59010032;PBNKDEFF032;1
Postbank Ndl der Deutsche Bank;Bayreuth;59010033;PBNKDEFF033;1
Postbank Ndl der Deutsche Bank;Soltau;59010034;PBNKDEFF034;1
Postbank Ndl der Deutsche Bank;Delmenhorst;59010035;PBNKDEFF035;1
Postbank Ndl der Deutsche Bank;Cham;59010036;PBNKDEFF036;1
Postbank Ndl der Deutsche Bank;Bergheim;59010037;PBNKDEFF037;1
Postbank Ndl der Deutsche Bank;Aichach;59010038;PBNKDEFF038;1
Postbank Ndl der Deutsche Bank;Bergisch Gladbach;59010039;PBNKDEFF039;1
Postbank Ndl der Deutsche Bank;Leonberg;59010040;PBNKDEFF040;1
Postbank Ndl der Deutsche Bank;Germersheim;59010041;PBNKDEFF041;1
Postbank Ndl der Deutsche Bank;Bocholt;59010042;PBNKDEFF042;1
Postbank Ndl der Deutsche Bank;Bochum;59010044;PBNKDEFF044;1
Postbank Ndl der Deutsche Bank;Maintal;59010045;PBNKDEFF045;1
Postbank Ndl der Deutsche Bank;Hilden;59010047;PBNKDEFF047;1
Postbank Ndl der Deutsche Bank;Frechen;59010048;PBNKDEFF048;1
Postbank Ndl der Deutsche Bank;Wolfsburg;59010049;PBNKDEFF049;1
Postbank Ndl der Deutsche Bank;Vechta;59010051;PBNKDEFF051;1
Postbank Ndl der Deutsche Bank;Lüchow (Wendland);59010052;PBNKDEFF052;1
Postbank Ndl der Deutsche Bank;Braunschweig;59010053;PBNKDEFF053;1
Postbank Ndl der Deutsche Bank;Bramsche;59010054;PBNKDEFF054;1
Postbank Ndl der Deutsche Bank;Helmstedt;59010055;PBNKDEFF055;1
Postbank Ndl der Deutsche Bank;Rathenow;59010056;PBNKDEFF056;1
Postbank Ndl der Deutsche Bank;Bielefeld;59010057;PBNKDEFF057;1
Postbank Ndl der Deutsche Bank;Wolfenbüttel;59010058;PBNKDEFF058;1
Postbank Ndl der Deutsche Bank;Ludwigsfelde;59010059;PBNKDEFF059;1
Postbank Ndl der Deutsche Bank;Soest;59010061;PBNKDEFF061;1
Postbank Ndl der Deutsche Bank;Gotha;59010062;PBNKDEFF062;1
Postbank Ndl der Deutsche Bank;Hoyerswerda;59010063;PBNKDEFF063;1
Postbank Ndl der Deutsche Bank;Mayen;59010064;PBNKDEFF064;1
Postbank Ndl der Deutsche Bank;Gelnhausen;59010065;PBNKDEFF065;1
Postbank Ndl der Deutsche Bank;Saarbrücken;59010066;PBNKDEFFXXX;1
Postbank Ndl der Deutsche Bank;Hof;59010068;PBNKDEFF068;1
Postbank Ndl der Deutsche Bank;Bad Dürkheim;59010069;PBNKDEFF069;1
Postbank Ndl der Deutsche Bank;Neustadt a.d.Aisch;59010071;PBNKDEFF071;1
Postbank Ndl der Deutsche Bank;Tübingen;59010072;PBNKDEFF072;1
Postbank Ndl der Deutsche Bank;Erding;59010073;PBNKDEFF073;1
Postbank Ndl der Deutsche Bank;Amberg;59010074;PBNKDEFF074;1
SEB;Saarbrücken;59010111;ESSEDE5F590;0
Saarl Investitionskreditbank;Saarbrücken;59010400;SIKBDE55XXX;0
UniCredit Bank - HypoVereinsbank;Saarbrücken;59020090;HYVEDEMM432;0
mediserv Bank;Saarbrücken;59020400;MEGHDE81XXX;0
Commerzbank;Saarbrücken;59040000;COBADEFFXXX;23
Landesbank Saar;Saarbrücken;59050000;SALADE55XXX;8
Sparkasse Saarbrücken;Saarbrücken;59050101;SAKSDE55XXX;8
Deutsche Bank;Saarbrücken;59070000;DEUTDE5M555;19
Deutsche Bank;Saarbrücken;59070070;DEUTDEDB595;19
Commerzbank vormals Dresdner Bank;Saarbrücken;59080090;DRESDEFF590;23
PSD Bank RheinNeckarSaar;Saarbrücken;59090900;GENODEF1P19;0
Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;Saarlouis;59092000;GENODE51SB2;31
Bank 1 Saar;Saarbrücken;59190000;SABADE5SXXX;31
Kreissparkasse St. Wendel;St. Wendel;59251020;SALADE51WND;8
Sparkasse Neunkirchen;Neunkirchen;59252046;SALADE51NKS;8
UniCredit Bank - HypoVereinsbank;Saarlouis;59320087;HYVEDEMM838;0
Kreissparkasse Saarlouis;Saarlouis;59350110;KRSADE55XXX;8
Sparkasse Merzig-Wadern;Merzig;59351040;MERZDE55XXX;8
Volksbank Überherrn;Überherrn;59391200;GENODE51UBH;31
levo Bank Vereinte Volksbanken Lebach Eppelborn eG;Lebach;59393000;GENODE51LEB;31
Kreissparkasse Saarpfalz;Homburg;59450010;SALADE51HOM;8
Bundesbank;Stuttgart;60000000;MARKDEF1600;0
Postbank Ndl der Deutsche Bank;Stuttgart;60010070;PBNKDEFFXXX;1
Aareal Bank ehem. Filiale Stuttgart;Wiesbaden;60010424;AARBDE5W600;0
Baden-Württembergische Bank;Stuttgart;60020030;SOLADEST601;0
M.M. Warburg & Co (vormals Schwäbische Bank);Hamburg;60020100;SCHWDESSXXX;163
UniCredit Bank - HypoVereinsbank;Stuttgart;60020290;HYVEDEMM473;0
Mercedes-Benz Bank;Stuttgart;60030000;MEBEDE6SDCB;0
Bankhaus Bauer, Essen;Essen;60030100;BHBADES1XXX;31
Bankhaus Ellwanger & Geiger;Stuttgart;60030200;ELGEDES1XXX;31
CreditPlus Bank;Stuttgart;60030600;CPLUDES1XXX;0
CreditPlus Bank;Stuttgart;60030666;CPLUDES1666;0
AKTIVBANK;Frankfurt am Main;60030700;AKBADES1XXX;31
Isbank Fil Stuttgart;Stuttgart;60030900;ISBKDEFXSTU;47
TRUMPF Financial Services;Ditzingen;60031000;TRUFDE66XXX;0
Wüstenrot Bausparkasse;Ludwigsburg;60033000;BSWLDE61XXX;0
IBM Deutschland Kreditbank;Ehningen;60035810;IBKBDES1XXX;0
Commerzbank CC;Stuttgart;60040060;COBADEFFXXX;23
Commerzbank CC;Stuttgart;60040061;COBADEFFXXX;23
Commerzbank;Stuttgart;60040071;COBADEFFXXX;23
Commerzbank, Filiale Stuttgart 2;Stuttgart;60040075;COBADEFFXXX;0
Landesbank Baden-Württemberg;Stuttgart;60050000;SOLADESTXXX;0
ZV Landesbank Baden-Württemberg ISE;Stuttgart;60050009;;0
Landesbank Baden-Württemberg/Baden-Württembergische Bank;Stuttgart;60050101;SOLADEST600;8
DZ BANK;Stuttgart;60060000;GENODESGXXX;0
DZ PRIVATBANK Ndl. Stuttgart;Stuttgart;60060202;GENODESTXXX;0
Volksbank am Württemberg;Fellbach;60060396;GENODES1UTV;31
Echterdinger Bank;Leinfelden-Echterdingen;60062775;GENODES1ECH;31
Raiffeisenbank Niedere Alb;Langenau;60069066;GENODES1RBA;31
Raiffeisenbank Bühlertal;Vellberg;60069075;GENODES1RVG;31
Raiffeisenbank Sondelfingen;Reutlingen;60069147;GENODES1RSF;31
Raiffeisenbank Steinheim;Steinheim am Albuch;60069158;GENODES1SAA;31
Raiffeisenbank Aidlingen;Aidlingen;60069206;GENODES1AID;31
Genossenschaftsbank Weil im Schönbuch;Weil im Schönbuch;60069224;GENODES1GWS;31
Bopfinger Bank Sechta-Ries;Bopfingen;60069239;GENODES1BPF;31
Raiffeisenbank Gruibingen;Gruibingen;60069242;GENODES1RGR;31
Raiffeisenbank Bad Schussenried-Aulendorf;Bad Schussenried;60069303;GENODES1RBS;31
Raiffeisenbank Maitis;Göppingen;60069336;GENODES1RMA;31
VR-Bank Alb-Blau-Donau;Ehingen (Donau);60069346;GENODES1REH;31
Raiffeisenbank Reute-Gaisbeuren;Bad Waldsee;60069350;GENODES1RRG;31
VR-Bank Ehningen-Nufringen;Ehningen;60069355;GENODES1EHN;31
Volksbank Dettenhausen;Dettenhausen;60069378;GENODES1DEH;31
Dettinger Bank;Dettingen an der Erms;60069387;GENODES1DBE;31
Raiffeisenbank Frankenhardt-Stimpfach;Stimpfach;60069442;GENODES1RFS;31
Raiffeisenbank Ottenbach;Ottenbach;60069457;GENODES1OTT;31
Winterbacher Bank;Winterbach;60069462;GENODES1WBB;31
Raiffeisenbank Geislingen-Rosenfeld;Rosenfeld;60069463;GENODES1RKH;31
Scharnhauser Bank;Ostfildern;60069517;GENODES1SCA;31
Volksbank Brenztal;Giengen an der Brenz;60069527;GENODES1RNS;31
Raiffeisenbank Westhausen;Westhausen;60069544;GENODES1RWN;31
Raiffeisenbank Aichhalden-Hardt-Sulgen;Hardt;60069553;GENODES1HAR;31
Raiffeisenbank Schrozberg-Rot am See;Schrozberg;60069595;GENODES1SBB;31
Abtsgmünder Bank -Raiffeisen-;Abtsgmünd;60069673;GENODES1ABR;31
Raiffeisenbank Wangen;Wangen;60069685;GENODES1RWA;31
Raiffeisenbank Gammesfeld;Blaufelden;60069710;GENODES1RGF;0
Raiffeisenbank Hohenloher Land;Ingelfingen;60069714;GENODES1IBR;31
Raiffeisenbank;Mötzingen;60069817;GENODES1RMO;31
Raiffeisenbank Oberes Gäu eG;Rottenburg am Neckar;60069876;GENODES1ROG;31
Volksbank Remseck;Remseck am Neckar;60069905;GENODES1REM;31
Raiffeisenbank;Erlenbach;60069911;GENODES1ERL;31
Raiffeisenbank;Berghülen;60069931;GENODES1BGH;31
Raiffeisenbank Tüngental;Schwäbisch Hall;60069950;GENODES1TUN;31
Raiffeisenbank Böllingertal;Heilbronn;60069976;GENODES1BOE;31
Deutsche Bank;Stuttgart;60070024;DEUTDEDBSTG;19
Deutsche Bank;Stuttgart;60070070;DEUTDESSXXX;19
Postbank/DSL Ndl der Deutsche Bank;Stuttgart;60070214;DEUTDESSP13;1
Postbank/DSL Ndl der Deutsche Bank;Stuttgart;60070224;DEUTDEDBP13;1
Commerzbank vormals Dresdner Bank;Stuttgart;60080000;DRESDEFF600;23
Commerzbank vormals Dresdner Bank Zw 55;Stuttgart;60080055;DRESDEFF608;23
Commerzbank vormals Dresdner Bank Gf Zw 57;Stuttgart;60080057;DRESDEFF609;23
Commerzbank vormals Dresdner Bank ITGK 2;Stuttgart;60080085;DRESDEFFI50;23
Commerzbank vormals Dresdner Bank Gf PCC-ITGK 3;Stuttgart;60080086;DRESDEFFI54;23
Commerzbank vormals Dresdner Bank, PCC DC-ITGK 4;Stuttgart;60080087;DRESDEFFI57;23
Commerzbank vormals Dresdner Bank, PCC DC-ITGK 5;Stuttgart;60080088;DRESDEFFI58;23
Commerzbank vormals Dresdner Bank ITGK;Stuttgart;60089450;DRESDEFFI21;23
Volksbank Stuttgart;Stuttgart;60090100;VOBADESSXXX;31
Volksbank Stuttgart GAA;Stuttgart;60090133;VOBADESSXXX;0
Volksbank Zuffenhausen eG;Stuttgart;60090300;GENODES1ZUF;31
SÜDWESTBANK - BAWAG Niederlassung Deutschland;Stuttgart;60090700;SWBSDESSXXX;31
Sparda-Bank Baden-Württemberg;Stuttgart;60090800;GENODEF1S02;30
PSD Bank RheinNeckarSaar;Stuttgart;60090900;GENODEF1P20;31
BHF-BANK;Stuttgart;60120200;BHFBDEFF600;47
Bank für Sozialwirtschaft;Stuttgart;60120500;BFSWDE33STG;0
Santander Consumer Bank;Stuttgart;60133300;SCFBDE33XXX;0
Commerzbank;Backnang;60241074;COBADEFFXXX;23
Kreissparkasse Waiblingen;Waiblingen;60250010;SOLADES1WBN;8
Fellbacher Bank;Fellbach;60261329;GENODES1FBB;31
Deutsche Bank;Waiblingen;60270024;DEUTDEDB606;19
Deutsche Bank;Waiblingen;60270073;DEUTDESS606;19
Volksbank Backnang;Backnang;60291120;GENODES1VBK;31
UniCredit Bank - HypoVereinsbank;Böblingen;60320291;HYVEDEMM858;0
Commerzbank Sindelfingen;Sindelfingen;60340071;COBADEFFXXX;23
Kreissparkasse Böblingen;Böblingen;60350130;BBKRDE6BXXX;8
Commerzbank vormals Dresdner Bank;Böblingen;60380002;DRESDEFF601;23
Vereinigte Volksbanken;Sindelfingen;60390000;GENODES1BBV;31
Volksbank Leonberg-Strohgäu;Leonberg;60390300;GENODES1LEO;31
Volksbank in der Region eG;Tübingen;60391310;GENODES1VBH;31
VR-Bank Magstadt-Weissach;Magstadt;60391420;GENODES1MAG;31
Wüstenrot Bank AG Pfandbriefbank;Oldenburg;60420000;WBAGDE61XXX;0
Wüstenrot Bank AG Pfandbriefbank;Oldenburg;60420020;WBAGDEA1XXX;56
Wüstenrot Bank AG Pfandbriefbank;Oldenburg;60420021;WBAGDEA1XXX;0
UniCredit Bank - HypoVereinsbank;Ludwigsburg;60420186;HYVEDEMM860;0
RSB Retail+Service Bank;Kornwestheim;60422000;SABUDES1XXX;31
Commerzbank;Ludwigsburg;60440073;COBADEFFXXX;23
Kreissparkasse Ludwigsburg;Ludwigsburg;60450050;SOLADES1LBG;8
Deutsche Bank;Ludwigsburg;60470024;DEUTDEDB604;19
Deutsche Bank;Ludwigsburg;60470082;DEUTDESS604;19
Commerzbank vormals Dresdner Bank;Ludwigsburg;60480008;DRESDEFF604;23
VR-Bank Neckar-Enz eG;Ludwigsburg;60491430;GENODES1VBB;31
Raiffeisenbank Wimsheim-Mönsheim;Wimsheim;60661906;GENODES1WIM;31
Raiffeisenbank Calw eG;Neubulach;60663084;GENODES1RCW;31
Deutsche Bank;Stuttgart;60670024;DEUTDEDB659;0
Deutsche Bank;Stuttgart;60670070;DEUTDESS659;0
Bankhaus Gebr. Martin;Göppingen;61030000;MARBDE6GXXX;31
Commerzbank;Göppingen;61040014;COBADEFFXXX;23
Kreissparkasse Göppingen;Göppingen;61050000;GOPSDE6GXXX;8
Volksbank Göppingen;Göppingen;61060500;GENODES1VGP;31
Deutsche Bank;Göppingen;61070024;DEUTDEDB610;19
Deutsche Bank;Göppingen;61070078;DEUTDESS610;19
Commerzbank vormals Dresdner Bank;Göppingen;61080006;DRESDEFF610;23
UniCredit Bank - HypoVereinsbank;Esslingen am Neckar;61120286;HYVEDEMM859;0
Commerzbank;Esslingen am Neckar;61140071;COBADEFFXXX;23
Kreissparkasse Esslingen-Nürtingen;Esslingen am Neckar;61150020;ESSLDE66XXX;8
Volksbank Filder;Neuhausen auf den Fildern;61161696;GENODES1NHB;31
Deutsche Bank;Esslingen am Neckar;61170024;DEUTDEDB611;19
Deutsche Bank;Esslingen am Neckar;61170076;DEUTDESS611;19
Commerzbank vormals Dresdner Bank;Esslingen am Neckar;61180004;DRESDEFF611;23
Volksbank Plochingen;Plochingen;61191310;GENODES1VBP;31
Commerzbank;Nürtingen;61240048;COBADEFFXXX;23
VR Bank Hohenneuffen-Teck;Frickenhausen;61261339;GENODES1HON;31
Bernhauser Bank;Filderstadt;61262345;GENODES1BBF;31
Commerzbank vormals Dresdner Bank;Kirchheim unter Teck;61281007;DRESDEFF612;23
Volksbank Mittlerer Neckar;Esslingen am Neckar;61290120;GENODES1NUE;31
Commerzbank;Schwäbisch Gmünd;61340079;COBADEFFXXX;23
Raiffeisenbank Rosenstein;Heubach;61361722;GENODES1HEU;31
Deutsche Bank;Schwäbisch Gmünd;61370024;DEUTDEDB613;19
Deutsche Bank;Schwäbisch Gmünd;61370086;DEUTDESS613;19
VR Bank Schwäbischer Wald;Welzheim;61391410;GENODES1WEL;31
UniCredit Bank - HypoVereinsbank;Aalen;61420086;HYVEDEMM272;0
Commerzbank;Aalen;61440086;COBADEFFXXX;23
Kreissparkasse Ostalb;Aalen;61450050;OASPDE6AXXX;8
Commerzbank vormals Dresdner Bank;Aalen;61480001;DRESDEFF614;23
VR-Bank Ostalb;Aalen;61490150;GENODES1AAV;31
VR-Bank Ellwangen;Ellwangen (Jagst);61491010;GENODES1ELL;31
Hoerner-Bank;Heilbronn;62020000;HOEBDE61XXX;31
Commerzbank;Heilbronn;62040060;COBADEFFXXX;23
Kreissparkasse Heilbronn;Heilbronn;62050000;HEISDE66XXX;8
Volksbank Sulmtal;Obersulm;62061991;GENODES1VOS;31
Volksbank Beilstein-Ilsfeld-Abstatt;Beilstein;62062215;GENODES1BIA;31
Volksbank Flein-Talheim;Flein;62062643;GENODES1VFT;31
Volksbank im Unterland eG;Brackenheim;62063263;GENODES1VLS;31
Deutsche Bank;Heilbronn;62070024;DEUTDEDB620;19
Deutsche Bank;Heilbronn;62070081;DEUTDESS620;19
Commerzbank vormals Dresdner Bank;Heilbronn;62080012;DRESDEFF620;23
Volksbank Möckmühl;Möckmühl;62091600;GENODES1VMN;31
Volksbank Hohenlohe;Öhringen;62091800;GENODES1VHL;31
Bausparkasse Schwäbisch Hall;Schwäbisch Hall;62220000;BSHHDE61XXX;0
Commerzbank;Schwäbisch Hall;62240048;COBADEFFXXX;23
Sparkasse Schwäbisch Hall-Crailsheim;Schwäbisch Hall;62250030;SOLADES1SHA;8
Sparkasse Hohenlohekreis;Künzelsau;62251550;SOLADES1KUN;8
Commerzbank vormals Dresdner Bank;Schwäbisch Hall;62280012;DRESDEFF622;23
VR Bank Heilbronn Schwäbisch Hall;Schwäbisch Hall;62290110;GENODES1SHA;31
Bundesbank;Ulm;63000000;MARKDEF1630;0
SEB;Ulm, Donau;63010111;ESSEDE5F630;0
UniCredit Bank - HypoVereinsbank;Ulm;63020086;HYVEDEMM461;0
Commerzbank;Ulm;63040053;COBADEFFXXX;23
Sparkasse Ulm;Ulm;63050000;SOLADES1ULM;8
Deutsche Bank;Ulm;63070024;DEUTDEDB630;19
Deutsche Bank;Ulm;63070088;DEUTDESS630;19
Commerzbank vormals Dresdner Bank;Ulm;63080015;DRESDEFF630;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Stuttgart;63080085;DRESDEFFI59;23
Volksbank Ulm-Biberach;Ulm;63090100;ULMVDE66XXX;31
Donau-Iller Bank;Ehingen (Donau);63091010;GENODES1EHI;31
Volksbank Alb;Langenau;63091300;GENODES1LAI;31
UniCredit Bank - HypoVereinsbank;Heidenheim an der Brenz;63220090;HYVEDEMM271;0
Commerzbank;Heidenheim an der Brenz;63240016;COBADEFFXXX;23
Kreissparkasse Heidenheim;Heidenheim an der Brenz;63250030;SOLADES1HDH;8
Heidenheimer Volksbank;Heidenheim an der Brenz;63290110;GENODES1HDH;31
Bundesbank;Reutlingen;64000000;MARKDEF1640;0
UniCredit Bank - HypoVereinsbank;Reutlingen;64020186;HYVEDEMM374;0
Commerzbank;Reutlingen;64040033;COBADEFFXXX;23
Commerzbank;Metzingen;64040045;COBADEFFXXX;23
Kreissparkasse Reutlingen;Reutlingen;64050000;SOLADES1REU;8
Deutsche Bank;Reutlingen;64070024;DEUTDEDB640;19
Deutsche Bank;Reutlingen;64070085;DEUTDESS640;19
Postbank/DSL Ndl der Deutsche Bank;Tübingen;64070215;DEUTDESSP14;1
Postbank/DSL Ndl der Deutsche Bank;Tübingen;64070224;DEUTDEDBP14;1
Commerzbank vormals Dresdner Bank;Reutlingen;64080014;DRESDEFF640;23
Volksbank Ermstal-Alb;Metzingen;64091200;GENODES1MTZ;31
Volksbank Münsingen;Münsingen;64091300;GENODES1MUN;31
Commerzbank Tübingen;Tübingen;64140036;COBADEFFXXX;23
Kreissparkasse Tübingen;Tübingen;64150020;SOLADES1TUB;8
Volksbank Ammerbuch;Ammerbuch;64161397;GENODES1AMM;31
Volksbank Hohenzollern-Balingen;Balingen;64163225;GENODES1VHZ;31
Commerzbank vormals Dresdner Bank;Tübingen;64180014;DRESDEFF641;23
Commerzbank;Trossingen;64240048;COBADEFFXXX;23
Commerzbank;Rottweil;64240071;COBADEFFXXX;23
Kreissparkasse Rottweil;Rottweil;64250040;SOLADES1RWL;8
Kreissparkasse Freudenstadt;Freudenstadt;64251060;SOLADES1FDS;8
Volksbank Nordschwarzwald;Pfalzgrafenweiler;64261853;GENODES1PGW;31
VR-Bank Dornstetten-Horb;Dornstetten;64262408;GENODES1VDS;31
Volksbank Rottweil;Rottweil;64290120;GENODES1VRW;31
Volksbank im Kreis Freudenstadt;Freudenstadt;64291010;GENODES1FDS;31
Volksbank Deisslingen;Deißlingen;64291420;GENODES1VDL;31
Volksbank Trossingen;Trossingen;64292310;GENODES1TRO;31
Kreissparkasse Tuttlingen;Tuttlingen;64350070;SOLADES1TUT;8
Raiffeisenbank Donau-Heuberg;Mühlheim an der Donau;64361359;GENODES1RDH;31
Commerzbank vormals Dresdner Bank;Tuttlingen;64380011;DRESDEFF643;23
Volksbank Schwarzwald-Donau-Neckar;Tuttlingen;64390130;GENODES1TUT;31
UniCredit Bank - HypoVereinsbank;Ravensburg;65020186;HYVEDEMM588;0
Commerzbank;Ravensburg;65040073;COBADEFFXXX;23
Kreissparkasse Ravensburg;Ravensburg;65050110;SOLADES1RVB;8
VR Bank Ravensburg-Weingarten;Ravensburg;65062577;GENODES1RRV;31
Raiffeisenbank Bad Saulgau;Bad Saulgau;65063086;GENODES1SAG;31
Deutsche Bank;Ravensburg;65070024;DEUTDEDB650;19
Deutsche Bank;Ravensburg;65070084;DEUTDESS650;19
Commerzbank vormals Dresdner Bank;Ravensburg;65080009;DRESDEFF650;23
Volksbank Allgäu-Oberschwaben;Leutkirch im Allgäu;65091040;GENODES1LEU;31
Volksbank Altshausen;Altshausen;65092200;GENODES1VAH;31
Volksbank Bad Saulgau;Bad Saulgau;65093020;GENODES1SLG;31
Internationales Bankhaus Bodensee;Friedrichshafen;65110200;IBBFDE81XXX;31
Commerzbank;Friedrichshafen;65140072;COBADEFFXXX;23
Raiffeisenbank Oberteuringen-Meckenbeuren;Oberteuringen;65162832;GENODES1OTE;31
Commerzbank vormals Dresdner Bank;Friedrichshafen;65180005;DRESDEFF651;23
Volksbank Friedrichshafen-Tettnang;Tettnang;65191500;GENODES1TET;31
SEB;Albstadt;65310111;ESSEDE5F653;0
Commerzbank;Albstadt;65340004;COBADEFFXXX;23
Commerzbank;Balingen;65341204;COBADEFFXXX;23
Hohenzollerische Landesbank Kreissparkasse Sigmaringen;Sigmaringen;65351050;SOLADES1SIG;8
Sparkasse Zollernalb;Balingen;65351260;SOLADES1BAL;8
VR Bank Heuberg-Winterlingen;Meßstetten;65361898;GENODES1WLB;31
Onstmettinger Bank;Albstadt;65361989;GENODES1ONS;31
Raiffeisenbank Geislingen-Rosenfeld;Geislingen;65362499;GENODES1GEI;31
Deutsche Bank;Albstadt;65370024;DEUTDEDB653;19
Deutsche Bank;Albstadt;65370075;DEUTDESS653;19
Commerzbank vormals Dresdner Bank;Albstadt;65380003;DRESDEFF653;23
Volksbank Albstadt;Albstadt;65390120;GENODES1EBI;31
Commerzbank;Biberach an der Riß;65440087;COBADEFFXXX;23
Kreissparkasse Biberach;Biberach an der Riß;65450070;SBCRDE66XXX;8
Volksbank Raiffeisenbank Laupheim-Illertal;Laupheim;65491320;GENODES1VBL;31
VR Bank Riedlingen-Federsee;Riedlingen;65491510;GENODES1VRR;31
Bundesbank;Karlsruhe;66000000;MARKDEF1660;0
Postbank Ndl der Deutsche Bank;Karlsruhe;66010075;PBNKDEFFXXX;1
SEB;Karlsruhe;66010111;ESSEDE5F660;0
Deutsche Bausparkasse Badenia;Karlsruhe;66010200;BBSPDE6KXXX;0
Landeskreditbank Baden-Württemberg Förderbank;Karlsruhe;66010700;LKBWDE6KXXX;0
Baden-Württembergische Bank;Karlsruhe;66020020;SOLADEST663;0
UniCredit Bank - HypoVereinsbank;Karlsruhe;66020286;HYVEDEMM475;0
Bank für Sozialwirtschaft;Karlsruhe;66020500;BFSWDE33KRL;0
Bank für Sozialwirtschaft AG (nur intern);Karlsruhe;66020566;BFSWDE33KRL;0
Isbank eh Filiale Mannheim;Frankfurt am Main;66030600;ISBKDEFXXXX;47
Commerzbank;Karlsruhe;66040018;COBADEFFXXX;23
Commerzbank/Kreditcenter Badenia;Karlsruhe;66040026;COBADEFFXXX;23
Landesbank Baden-Württemberg;Karlsruhe;66050000;SOLADEST660;0
Sparkasse Karlsruhe;Karlsruhe;66050101;KARSDE66XXX;8
DZ BANK;Karlsruhe;66060000;GENODE6KXXX;0
Spar- und Kreditbank Rheinstetten eG;Rheinstetten;66061407;GENODE61RH2;31
Raiffeisenbank Hardt-Bruhrain;Dettenheim;66062366;GENODE61DET;31
Raiffeisenbank Elztal;Elztal;66069103;GENODE61ELZ;31
Spar- und Kreditbank Dauchingen eG;Dauchingen;66069104;GENODE61DAC;31
Volksbank Krautheim;Krautheim;66069342;GENODE61KTH;31
Deutsche Bank;Karlsruhe;66070004;DEUTDESM660;19
Deutsche Bank;Karlsruhe;66070024;DEUTDEDB660;19
Postbank/DSL Ndl der Deutsche Bank;Karlsruhe;66070213;DEUTDESMP12;1
Postbank/DSL Ndl der Deutsche Bank;Karlsruhe;66070224;DEUTDEDBP12;1
Commerzbank vormals Dresdner Bank;Karlsruhe;66080052;DRESDEFF660;23
BBBank;Karlsruhe;66090800;GENODE61BBB;31
PSD Bank Karlsruhe-Neustadt;Karlsruhe;66090900;GENODEF1P10;31
Volksbank Ettlingen;Ettlingen;66091200;GENODE61ETT;31
Volksbank pur;Karlsruhe;66190000;GENODE61KA1;31
Commerzbank;Baden-Baden;66240002;COBADEFFXXX;23
Sparkasse Baden-Baden Gaggenau;Baden-Baden;66250030;SOLADES1BAD;8
Sparkasse Bühl;Bühl;66251434;SOLADES1BHL;8
Spar- und Kreditbank Bühlertal eG;Bühlertal;66261092;GENODE61BHT;31
Raiffeisenbank Altschweier;Bühl;66261416;GENODE61ALR;31
Deutsche Bank;Baden-Baden;66270001;DEUTDESM662;19
Deutsche Bank;Baden-Baden;66270024;DEUTDEDB662;19
Commerzbank vormals Dresdner Bank;Baden-Baden;66280053;DRESDEFF662;23
Volksbank Bühl;Bühl;66291400;GENODE61BHL;31
Commerzbank;Bruchsal;66340018;COBADEFFXXX;23
