NAME;LOCATION;BLZ;bic;RPDHBCIPT
Attijariwafa bank Europa ZNdl. Frankfurt;Frankfurt am Main;50320600;BCMADEFFXXX;0
Pictet & Cie (Europe) Ndl Deutschland;Frankfurt am Main;50320900;PICTDEFFXXX;0
ABN AMRO Bank, Frankfurt Branch;Frankfurt am Main;50324000;FTSBDEFAXXX;0
State Bank of India;Frankfurt am Main;50330000;SBINDEFFXXX;0
Raisin Bank;Frankfurt am Main;50330200;MHBFDEFFXXX;0
Raisin Bank;Frankfurt am Main;50330201;RAISDEFFXXX;0
The Bank of New York Mellon;Frankfurt am Main;50330300;IRVTDEFXXXX;0
BANQUE CHAABI DU MAROC Agentur Frankfurt Ndl. Deutschland;Frankfurt am Main;50330500;BCDMDEF1XXX;0
Bank Sepah-Iran;Frankfurt am Main;50330600;SEPBDEFFXXX;0
The Bank of New York Mellon NL Frankfurt;Frankfurt am Main;50334400;BNYMDEF1XXX;0
German branch of Unifiedpost Payments;Frankfurt am Main;50339900;PANXDEF2XXX;0
Bundesbank Zentrale;Frankfurt am Main;50400000;MARKDEFFXXX;47
SMBC Bank EU;Frankfurt am Main;50510300;SMBCDEFFXXX;0
UniCredit Bank - HypoVereinsbank;Offenbach am Main;50520190;HYVEDEMM467;0
FIDOR Bank Zndl Frankfurt am Main;Frankfurt am Main;50522222;FDDODEMMXXX;0
Cronbank;Dreieich;50530000;GENODE51CRO;31
Commerzbank;Offenbach am Main;50540028;COBADEFFXXX;23
Städtische Sparkasse Offenbach a.M.;Offenbach am Main;50550020;HELADEF1OFF;8
Deutsche Bank;Offenbach am Main;50570018;DEUTDEFF505;19
Deutsche Bank;Offenbach am Main;50570024;DEUTDEDB505;19
Commerzbank vormals Dresdner Bank;Offenbach am Main;50580005;DRESDEFF505;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Offenbach am Main;50580085;DRESDEFFJ12;23
VR Bank Dreieich-Offenbach;Dreieich;50592200;GENODE51DRE;31
Commerzbank;Hanau;50640015;COBADEFFXXX;23
SPARKASSE HANAU;Hanau;50650023;HELADEF1HAN;8
Sparkasse Langen-Seligenstadt;Seligenstadt;50652124;HELADEF1SLS;8
VR Bank Main-Kinzig-Büdingen;Büdingen;50661639;GENODEF1LSR;31
Volksbank Heldenbergen Ndl d Frankfurter VB;Nidderau;50661816;GENODE51NIH;31
Raiffeisenbank Maintal Ndl d Frankfurter VB;Maintal;50662669;RBMFDEF1XXX;31
Raiffeisenbank;Rodenbach;50663699;GENODEF1RDB;31
Deutsche Bank;Hanau;50670009;DEUTDEFF506;19
Deutsche Bank;Hanau;50670024;DEUTDEDB506;19
Commerzbank vormals Dresdner Bank;Hanau;50680002;DRESDEFF506;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Hanau;50680085;DRESDEFFJ13;23
Volksbank Raiffeisenbank Hanau Ndl d Frankf VB;Hanau;50690000;GENODEF1HUV;0
DZB BANK;Mainhausen;50691300;DZBMDEF1XXX;0
Volksbank Seligenstadt;Seligenstadt;50692100;GENODE51SEL;31
Commerzbank;Gelnhausen;50740048;COBADEFFXXX;23
Kreissparkasse Gelnhausen;Gelnhausen;50750094;HELADEF1GEL;8
Commerzbank vormals Dresdner Bank;Gelnhausen;50780006;DRESDEFF524;23
VR Bank Bad Orb-Gelnhausen;Gelnhausen;50790000;GENODE51GEL;31
VR Bank Wächtersbach/Bad Soden-Salmünster -alt;Wächtersbach;50794300;GENODE51WBH;31
Deutsche Bausparkasse Badenia (ehem. DBS Bausparkasse);Karlsruhe;50810900;BBSPDE6KXXX;0
UniCredit Bank - HypoVereinsbank;Darmstadt;50820292;HYVEDEMM487;0
MCE Bank;Flörsheim am Main;50835800;MKGMDE51XXX;0
Commerzbank;Darmstadt;50840005;COBADEFFXXX;23
Landesbank Hessen-Thür Girozentrale;Darmstadt;50850049;HELADEFF508;0
Stadt- und Kreis-Sparkasse Darmstadt;Darmstadt;50850150;HELADEF1DAS;8
Sparkasse Odenwaldkreis;Erbach;50851952;HELADEF1ERB;8
Kreissparkasse Groß-Gerau;Groß-Gerau;50852553;HELADEF1GRG;8
Sparkasse Dieburg;Groß-Umstadt;50852651;HELADEF1DIE;8
Raiffeisenbank Nördl. Bergstraße eG;Alsbach-Hähnlein;50861501;GENODE51ABH;31
Volksbank Gersprenztal-Otzberg;Reinheim;50862703;GENODE51REI;31
Raiffeisenbank Schaafheim;Schaafheim;50862835;GENODE51SHM;31
Volksbank Mainspitze;Ginsheim-Gustavsburg;50862903;GENODE51GIN;31
Vereinigte Volksbank Raiffeisenbank;Reinheim;50863513;GENODE51MIC;31
VB Mörfelden-Walldorf Ndl d Frankfurter VB;Mörfelden-Walldorf;50865224;GENODE51MWA;31
Deutsche Bank;Darmstadt;50870005;DEUTDEFF508;19
Deutsche Bank;Darmstadt;50870024;DEUTDEDB508;19
Postbank/DSL Ndl der Deutsche Bank;Darmstadt;50870324;DEUTDEDBP26;1
Postbank/DSL Ndl der Deutsche Bank;Darmstadt;50870393;DEUTDEFFS26;1
Commerzbank vormals Dresdner Bank;Darmstadt;50880050;DRESDEFF508;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Darmstadt;50880085;DRESDEFFJ14;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Darmstadt;50880086;DRESDEFFJ15;23
Volksbank Darmstadt - Südhessen eG;Darmstadt;50890000;GENODEF1VBD;31
Sparkasse Bensheim;Bensheim;50950068;HELADEF1BEN;8
Sparkasse Starkenburg;Heppenheim (Bergstraße);50951469;HELADEF1HEP;8
Raiffeisenbank Ried;Bürstadt;50961206;GENODE51RBU;31
RBank Raiffeisenbank Groß-Rohrheim eG;Groß-Rohrheim;50961312;GENODE51GRM;31
Volksbank Weschnitztal;Rimbach;50961592;GENODE51FHO;31
Volksbank Überwald-Gorxheimertal;Abtsteinach;50961685;GENODE51ABT;31
Deutsche Bank;Bensheim;50970004;DEUTDEFF509;19
Deutsche Bank;Bensheim;50970024;DEUTDEDB509;19
Aareal Bank;Wiesbaden;51010400;AARBDE5WXXX;0
BHF-BANK;Wiesbaden;51020000;BHFBDEFF510;47
UniCredit Bank - HypoVereinsbank;Wiesbaden;51020186;HYVEDEMM478;0
Commerzbank;Wiesbaden;51040038;COBADEFFXXX;23
Nassauische Sparkasse;Wiesbaden;51050015;NASSDE55XXX;8
S Broker Wiesbaden;Wiesbaden;51051000;PULSDE5WXXX;0
Deutsche Bank;Wiesbaden;51070021;DEUTDEFF510;19
Deutsche Bank;Wiesbaden;51070024;DEUTDEDB510;19
Commerzbank vormals Dresdner Bank;Wiesbaden;51080060;DRESDEFF510;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Wiesbaden;51080085;DRESDEFFJ16;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK2;Wiesbaden;51080086;DRESDEFFJ17;23
Commerzbank vormals Dresdner Bank ITGK;Wiesbaden;51089410;DRESDEFFI20;23
Wiesbadener Volksbank;Wiesbaden;51090000;WIBADE5WXXX;31
Rheingauer Volksbank;Geisenheim;51091500;GENODE51RGG;31
Rheingauer Volksbank (Gf GAA);Geisenheim;51091501;GENODE51RGG;0
Commerzbank;Limburg;51140029;COBADEFFXXX;23
Kreissparkasse Limburg;Limburg;51150018;HELADEF1LIM;8
Kreissparkasse Weilburg;Weilburg;51151919;HELADEF1WEI;8
Volksbank Langendernbach;Dornburg;51161606;GENODE51LDD;31
Deutsche Bank;Limburg;51170010;DEUTDEFF511;19
Deutsche Bank;Limburg;51170024;DEUTDEDB511;19
Commerzbank vormals Dresdner Bank;Limburg;51180041;DRESDEFF511;23
Volksbank Schupbach;Beselich;51191800;GENODE51SBH;31
BNP Paribas Niederlassung Deutschland;Frankfurt am Main;51210600;BNPADEFFXXX;0
BNP Paribas Niederlassung Deutschland;Frankfurt am Main;51210606;BNPADEFFXXX;0
BNP Paribas Niederlassung Deutschland;Frankfurt am Main;51210699;BNPADEFFXXX;0
NIBC Direct;Frankfurt am Main;51210700;NZFMDEF1XXX;31
Societe Generale;Frankfurt am Main;51210800;SOGEDEFFXXX;0
Societe Generale;Frankfurt am Main;51210801;SGSSDEFFXXX;0
Societe Generale;Frankfurt am Main;51210802;SOGEDEFFXXX;0
Societe Generale;Frankfurt am Main;51210803;SOGEDEFFXXX;0
NATIXIS Pfandbriefbank;Frankfurt am Main;51211000;NATXDEFPXXX;0
Skandinaviska Enskilda Banken (publ) Frankfurt Branch;Frankfurt am Main;51220200;ESSEDEFFXXX;0
Bank Saderat Iran;Frankfurt am Main;51220400;SIHRDEH1FFM;0
ZIRAAT BANK International;Frankfurt am Main;51220700;TCZBDEFFXXX;47
Banco do Brasil;Frankfurt am Main;51220800;BRASDEFFXXX;0
Morgan Stanley Bank;Frankfurt am Main;51220900;MSFFDEFPXXX;0
Morgan Stanley Bank;Frankfurt am Main;51220910;MSFFDEFXCND;0
Standard Chartered Bank;Frankfurt am Main;51230500;SCBLDEFXXXX;0
Standard Chartered Bank;Frankfurt am Main;51230502;SCBLDEFXXXX;0
Ikano Bank;Wiesbaden;51230555;PLFGDE5AIKB;0
Europe ARAB Bank;Frankfurt am Main;51230600;ARABDEFFXXX;0
Taunus-Sparkasse;Bad Homburg;51250000;HELADEF1TSK;8
Bundesbank eh Gießen;Frankfurt am Main;51300000;MARKDEF1513;0
Commerzbank;Gießen;51340013;COBADEFFXXX;23
Commerzbank;Alsfeld;51343224;COBADEFFXXX;23
Sparkasse Gießen;Gießen;51350025;SKGIDE5FXXX;8
Sparkasse Grünberg;Grünberg;51351526;HELADEF1GRU;8
Sparkasse Laubach-Hungen;Laubach;51352227;HELADEF1LAU;8
Volksbank Heuchelheim;Heuchelheim;51361021;GENODE51HHE;31
Deutsche Bank;Gießen;51370008;DEUTDEFF513;19
Deutsche Bank;Gießen;51370024;DEUTDEDB513;19
Commerzbank vormals Dresdner Bank;Gießen;51380040;DRESDEFF513;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Gießen;51380085;DRESDEFFJ18;23
Volksbank Mittelhessen;Gießen;51390000;VBMHDE5FXXX;31
Bank of America;Frankfurt am Main;51410600;BOFADEFFXXX;0
Bank of China;Frankfurt am Main;51410700;BKCHDEFFXXX;0
Commerzbank - GF onvista;Frankfurt am Main;51410800;BOURDEFFXXX;0
Misr Bank-Europe;Frankfurt am Main;51420200;MIBEDEFFXXX;0
Bank Julius Bär Deutschland;Frankfurt am Main;51420300;BAERDEF1XXX;47
Goldman Sachs;Frankfurt am Main;51430400;GOLDDEFFXXX;0
Goldman Sachs;Frankfurt am Main;51430410;GOLDDEFBXXX;0
Saman Bank Niederlassung Frankfurt;Frankfurt am Main;51432100;SABCDEFFXXX;0
Commerzbank;Wetzlar;51540037;COBADEFFXXX;23
Sparkasse Wetzlar;Wetzlar;51550035;HELADEF1WET;8
Deutsche Bank;Wetzlar;51570008;DEUTDEFF515;19
Deutsche Bank;Wetzlar;51570024;DEUTDEDB515;19
Commerzbank vormals Dresdner Bank;Wetzlar;51580044;DRESDEFF515;23
Volksbank Brandoberndorf;Waldsolms;51591300;GENODE51WBO;31
Commerzbank;Dillenburg;51640043;COBADEFFXXX;23
Sparkasse Dillenburg;Dillenburg;51650045;HELADEF1DIL;8
Volksbank Dill eG - Volksbank und Raiffeisenbank -;Dillenburg;51690000;GENODE51DIL;31
Sparkasse Battenberg;Battenberg (Eder);51752267;HELADEF1BAT;8
VR Bank Lahn-Dill;Dillenburg;51762434;GENODE51BIK;31
Sparkasse Oberhessen;Friedberg (Hessen);51850079;HELADEF1FRI;8
BVB Volksbank Ndl d Frankfurter Volksbank;Bad Vilbel;51861325;GENODEF1BVB;31
Volksbank Butzbach;Butzbach;51861403;GENODE51BUT;31
Landbank Horlofftal;Reichelsheim (Wetterau);51861616;GENODE51REW;31
Volksbank Ober-Mörlen;Ober-Mörlen;51861806;GENODE51OBM;31
Volksbank Ulrichstein;Ulrichstein;51961023;GENODE51ULR;31
Volksbank Feldatal;Feldatal;51961801;GENODE51FEL;31
Volksbank Lauterbach-Schlitz;Lauterbach (Hessen);51990000;GENODE51LB1;31
SEB;Kassel;52010111;ESSEDE5F520;0
Commerzbank;Kassel;52040021;COBADEFFXXX;23
Landeskreditkasse Kassel;Kassel;52050000;HELADEFF520;0
Kasseler Sparkasse;Kassel;52050353;HELADEF1KAS;8
Stadtsparkasse Borken (Hessen);Borken (Hessen);52051373;HELADEF1BOR;8
Stadtsparkasse Grebenstein;Grebenstein;52051877;HELADEF1GRE;8
Kreissparkasse Schwalm-Eder;Melsungen;52052154;HELADEF1MEG;8
Stadtsparkasse Schwalmstadt;Schwalmstadt;52053458;HELADEF1SWA;8
DZ BANK;Kassel;52060000;GENODEFF520;0
Kurhessische Landbank;Kassel;52060208;GENODEF1KS2;31
Evangelische Bank;Kassel;52060410;GENODEF1EK1;31
Evangelische Bank (Gf GAA);Kassel;52060420;GENODEF1EK1;0
VR PartnerBank Chattengau-Schwalm-Eder;Melsungen;52062601;GENODEF1HRV;31
VR-Bank Spangenberg-Morschen;Spangenberg;52063369;GENODEF1SPB;31
Raiffeisenbank HessenNord;Wolfhagen;52063550;GENODEF1WOH;31
Raiffeisenbank;Baunatal;52064156;GENODEF1BTA;31
Spar- und Kredit-Bank eG Gemünden/Wohra;Gemünden (Wohra);52069029;GENODEF1GMD;31
Frankenberger Bank Raiffeisenbank;Frankenberg;52069519;GENODEF1FBK;31
Deutsche Bank;Kassel;52070012;DEUTDEFF520;19
Deutsche Bank;Kassel;52070024;DEUTDEDB520;19
Deutsche Bank;Bad Wildungen;52071212;DEUTDEFF521;19
Deutsche Bank;Bad Wildungen;52071224;DEUTDEDB521;19
Commerzbank vormals Dresdner Bank;Kassel;52080080;DRESDEFF520;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK1;Kassel;52080085;DRESDEFFJ19;23
Volksbank Kassel Göttingen;Kassel;52090000;GENODE51KS1;31
Commerzbank;Eschwege;52240006;COBADEFFXXX;23
Sparkasse Werra-Meißner;Eschwege;52250030;HELADEF1ESW;8
VR-Bank Mitte eG;Duderstadt;52260385;GENODEF1ESW;31
Deutsche Bank;Eschwege;52270012;DEUTDEFF522;19
Deutsche Bank;Eschwege;52270024;DEUTDEDB522;19
Sparkasse Waldeck-Frankenberg;Korbach;52350005;HELADEF1KOR;8
Waldecker Bank;Korbach;52360059;GENODEF1KBW;31
ReiseBank;Frankfurt am Main;52410300;RBAGDEF1XXX;0
ReiseBank Gf2;Frankfurt am Main;52410310;RBAGDEF1CMI;0
KEB Hana Bank (Deutschland);Frankfurt am Main;52410400;KOEXDEFAXXX;0
ReiseBank Gf3 vormals Cash Express;Frankfurt am Main;52411000;RBAGDEF1CMI;0
ReiseBank Gf4 vormals Cash Express;Frankfurt am Main;52411010;RBAGDEF1CMI;0
Credit Agricole CIB Deutschland;Frankfurt am Main;52420000;BSUIDEFFXXX;0
SHINHAN BANK EUROPE;Frankfurt am Main;52420300;SHBKDEFFXXX;0
Piraeus Bank Frankfurt Branch;Frankfurt am Main;52420600;ABGRDEFFXXX;0
SECB Swiss Euro Clearing Bank;Frankfurt am Main;52420700;SECGDEFFXXX;0
TARGOBANK FIRMENKUNDEN CIB;Frankfurt am Main;52430000;CMCIDEF1XXX;0
Commerzbank;Fulda;53040012;COBADEFFXXX;23
Sparkasse Fulda;Fulda;53050180;HELADEF1FDS;8
Kreissparkasse Schlüchtern;Schlüchtern;53051396;HELADEF1SLU;8
VR Bank Fulda;Fulda;53060180;GENODE51FUL;31
VR-Bank NordRhön;Hünfeld;53061230;GENODEF1HUE;31
Raiffeisenbank im Fuldaer Land;Großenlüder;53062035;GENODEF1GLU;31
Raiffeisenbank Biebergrund-Petersberg;Petersberg;53062350;GENODEF1PBG;31
Deutsche Bank;Fulda;53070007;DEUTDEFF530;19
Deutsche Bank;Fulda;53070024;DEUTDEDB530;19
Postbank/DSL Ndl der Deutsche Bank;Fulda;53070324;DEUTDEDBP27;1
Postbank/DSL Ndl der Deutsche Bank;Fulda;53070394;DEUTDEFFS27;1
Commerzbank vormals Dresdner Bank;Fulda;53080030;DRESDEFF530;23
VR Bank HessenLand;Alsfeld;53093200;GENODE51ALS;31
AgrarB@nk;Alsfeld;53093255;GENODE51AGR;31
Commerzbank;Bad Hersfeld;53240048;COBADEFFXXX;23
Sparkasse Bad Hersfeld-Rotenburg;Bad Hersfeld;53250000;HELADEF1HER;8
Raiffeisenbank Werratal-Landeck;Heringen (Werra);53261342;GENODEF1RAW;31
Deutsche Bank;Bad Hersfeld;53270012;DEUTDEFF532;19
Deutsche Bank;Bad Hersfeld;53270024;DEUTDEDB518;19
Commerzbank vormals Dresdner Bank;Bad Hersfeld;53280081;DRESDEFF532;23
VR-Bankverein Bad Hersfeld-Rotenburg;Bad Hersfeld;53290000;GENODE51BHE;31
Commerzbank;Marburg;53340024;COBADEFFXXX;23
Sparkasse Marburg-Biedenkopf;Marburg;53350000;HELADEF1MAR;8
Deutsche Bank;Marburg;53370008;DEUTDEFF533;19
Deutsche Bank;Marburg;53370024;DEUTDEDB533;19
Commerzbank vormals Dresdner Bank;Marburg;53380042;DRESDEFF533;23
Commerzbank vormals Dresdner Bank;Stadtallendorf;53381843;DRESDEFF568;23
UniCredit Bank - HypoVereinsbank;Kaiserslautern;54020090;HYVEDEMM482;0
Service Credit Union Overseas Headquarters;Sembach;54030011;SCRUDE51XXX;0
Commerzbank;Kaiserslautern;54040042;COBADEFFXXX;23
Sparkasse Kaiserslautern;Kaiserslautern;54050220;MALADE51KLK;8
Kreissparkasse Kusel;Kusel;54051550;MALADE51KUS;8
Sparkasse Donnersberg;Rockenhausen;54051990;MALADE51ROK;8
Deutsche Bank;Kaiserslautern;54070024;DEUTDEDB540;19
Deutsche Bank;Kaiserslautern;54070092;DEUTDESM540;19
Commerzbank vormals Dresdner Bank;Kaiserslautern;54080021;DRESDEFF540;23
Volksbank Kaiserslautern;Kaiserslautern;54090000;GENODE61KL1;31
Volksbank Lauterecken;Lauterecken;54091700;GENODE61LEK;31
Volksbank Glan-Münchweiler;Glan-Münchweiler;54092400;GENODE61GLM;31
SEB;Pirmasens;54210111;ESSEDE5F542;0
UniCredit Bank - HypoVereinsbank;Pirmasens;54220091;HYVEDEMM485;0
Commerzbank;Pirmasens;54240032;COBADEFFXXX;23
Sparkasse Südwestpfalz;Pirmasens;54250010;MALADE51SWP;8
VR-Bank Südwestpfalz Pirmasens-Zweibrücken;Pirmasens;54261700;GENODE61ROA;31
Deutsche Bank;Pirmasens;54270024;DEUTDEDB542;19
Deutsche Bank;Pirmasens;54270096;DEUTDESM542;19
Commerzbank vormals Dresdner Bank;Pirmasens;54280023;DRESDEFF542;23
Bundesbank;Ludwigshafen am Rhein;54500000;MARKDEF1545;0
Postbank Ndl der Deutsche Bank;Ludwigshafen am Rhein;54510067;PBNKDEFFXXX;1
UniCredit Bank - HypoVereinsbank;Ludwigshafen am Rhein;54520194;HYVEDEMM483;0
Commerzbank;Ludwigshafen am Rhein;54540033;COBADEFFXXX;23
Sparkasse Vorderpfalz;Ludwigshafen am Rhein;54550010;LUHSDE6AXXX;8
Kreissparkasse Rhein-Pfalz - alt-;Ludwigshafen am Rhein;54550120;MALADE51LUH;8
Deutsche Bank;Ludwigshafen am Rhein;54570024;DEUTDEDB545;19
Deutsche Bank;Ludwigshafen am Rhein;54570094;DEUTDESM545;19
Commerzbank vormals Dresdner Bank;Ludwigshafen am Rhein;54580020;DRESDEFF545;23
UniCredit Bank - HypoVereinsbank;Neustadt an der Weinstraße;54620093;HYVEDEMM620;0
Commerzbank;Neustadt an der Weinstraße;54640035;COBADEFFXXX;23
Sparkasse Rhein-Haardt;Bad Dürkheim;54651240;MALADE51DKH;8
Deutsche Bank;Neustadt an der Weinstraße;54670024;DEUTDEDB546;19
Deutsche Bank;Neustadt an der Weinstraße;54670095;DEUTDESM546;19
Commerzbank vormals Dresdner Bank;Neustadt an der Weinstraße;54680022;DRESDEFF546;23
VR Bank Mittelhaardt;Bad Dürkheim;54691200;GENODE61DUW;31
Vereinigte VR Bank Kur- und Rheinpfalz;Speyer;54790000;GENODE61SPE;31
Sparkasse Südpfalz;Landau in der Pfalz;54850010;SOLADES1SUW;8
Sparkasse Südpfalz;Kandel;54851440;MALADE51KAD;0
VR Bank Südpfalz;Landau in der Pfalz;54862500;GENODE61SUW;31
VR Bank Südliche Weinstraße-Wasgau;Bad Bergzabern;54891300;GENODE61BZA;31
Bundesbank;Mainz;55000000;MARKDEF1550;0
Aareal Bank GF Domestic;Wiesbaden;55010400;AARBDE5WDOM;0
Aareal Bank ehem. Filiale Mainz;Wiesbaden;55010424;AARBDE5W550;0
Aareal Bank Clearing Wiesbaden;Wiesbaden;55010625;AARBDE5WCLE;0
Investitions- und Strukturbank RP;Mainz;55010800;ISBRDE55XXX;0
BHF-BANK;Mainz;55020000;BHFBDEFF550;47
Bausparkasse Mainz;Mainz;55020100;BKMZDE51XXX;0
UniCredit Bank - HypoVereinsbank;Mainz;55020486;HYVEDEMM486;0
Bank für Sozialwirtschaft;Kassel;55020500;BFSWDE33MNZ;0
Bank für Sozialwirtschaft AG (nur intern);Kassel;55020555;BFSWDE33MNZ;0
Aareal Bank (formerly Westdeutsche ImmobilienBank);Wiesbaden;55020600;IMMODE5MXXX;0
Süd-West-Kreditbank Finanzierung;Bingen am Rhein;55020700;SUFGDE51XXX;0
TARGOBANK Gf FG;Mainz;55030500;CPLADE55XXX;0
Santander Consumer Bank;Mainz;55033300;SCFBDE33XXX;0
Commerzbank;Mainz;55040022;COBADEFFXXX;23
Commerzbank CC;Mainz;55040060;COBADEFFXXX;23
Commerzbank CC;Mainz;55040061;COBADEFFXXX;23
ZV Landesbank Baden-Württemberg;Mainz;55050000;SOLADEST550;0
Rheinhessen Sparkasse ehem. Mainz;Mainz;55050120;MALADE51MNZ;0
Genobank Mainz;Mainz;55060611;GENODE51MZ6;31
Budenheimer Volksbank;Budenheim;55061303;GENODE51BUD;31
Deutsche Bank;Mainz;55070024;DEUTDEDBMAI;19
Deutsche Bank;Mainz;55070040;DEUTDE5MXXX;19
Postbank/DSL Ndl der Deutsche Bank;Mainz;55070324;DEUTDEDBP29;1
Postbank/DSL Ndl der Deutsche Bank;Mainz;55070396;DEUTDE5MP29;1
Commerzbank, TF MZ 1;Mainz;55080044;COBADEFFXXX;23
Commerzbank vormals Dresdner Bank;Mainz;55080065;DRESDEFF550;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Mainz;55080085;DRESDEFFJ20;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Mainz;55080086;DRESDEFFJ21;23
Commerzbank, TF MZ 2;Mainz;55080088;DRESDEFF555;23
Sparda-Bank Südwest;Mainz;55090500;GENODEF1S01;31
Volksbank Alzey-Worms;Worms;55091200;GENODE61AZY;31
Clearingkonto LRP-SI;Mainz;55150098;MALADE51EMZ;0
Pax-Bank;Mainz;55160195;GENODED1PA4;56
Mainzer Volksbank;Mainz;55190000;MVBMDE55XXX;31
Commerzbank;Worms;55340041;COBADEFFXXX;23
Rheinhessen Sparkasse;Mainz;55350010;MALADE51WOR;8
VR Bank;Alsheim;55361202;GENODE51AHM;31
UniCredit Bank - HypoVereinsbank;Bad Kreuznach;56020086;HYVEDEMM515;0
Sparkasse Rhein-Nahe;Bad Kreuznach;56050180;MALADE51KRE;8
Kreissparkasse Rhein-Hunsrück;Simmern;56051790;MALADE51SIM;8
Raiffeisenbank Kastellaun;Kastellaun;56061151;GENODED1KSL;56
Vereinigte Volksbank Raiffeisenbank;Simmern;56061472;GENODED1KHK;56
Volksbank Rheinböllen;Rheinböllen;56062227;GENODED1RBO;56
Deutsche Bank;Bad Kreuznach;56070024;DEUTDEDB560;19
Deutsche Bank;Bad Kreuznach;56070040;DEUTDE5M560;19
Volksbank Rhein-Nahe-Hunsrück;Bad Kreuznach;56090000;GENODE51KRE;56
Commerzbank;Idar-Oberstein;56240050;COBADEFFXXX;23
Kreissparkasse Birkenfeld;Idar-Oberstein;56250030;BILADE55XXX;8
Raiffeisenbank Nahe;Fischbach;56261735;GENODED1FIN;56
Deutsche Bank;Idar-Oberstein;56270024;DEUTDEDB562;19
Deutsche Bank;Idar-Oberstein;56270044;DEUTDE5M562;19
Bundesbank;Koblenz;57000000;MARKDEF1570;0
SEB;Koblenz;57010111;ESSEDE5F570;0
UniCredit Bank - HypoVereinsbank;Koblenz;57020086;HYVEDEMM401;0
MMV Bank;Koblenz;57020301;MKBKDE51XXX;0
Oyak Anker Bank;Frankfurt am Main;57020500;OYAKDE5KXXX;17
Debeka Bausparkasse;Koblenz;57020600;DEBKDE51XXX;0
Commerzbank;Koblenz;57040044;COBADEFFXXX;23
Sparkasse Koblenz;Koblenz;57050120;MALADE51KOB;8
DZ BANK;Koblenz;57060000;GENODEDD570;0
Raiffeisenbank;Niederwallmenach;57062675;GENODE51NWA;56
Raiffeisenbank Moselkrampen;Ernst;57069081;GENODED1MOK;56
Raiffeisenbank Eifeltor;Kaisersesch;57069144;GENODED1KAI;56
Raiffeisenbank Neustadt;Neustadt (Wied);57069238;GENODED1ASN;56
Raiffeisenbank Welling;Welling;57069361;GENODED1WLG;56
VR-Bank Hunsrück-Mosel;Morbach;57069806;GENODED1MBA;56
Deutsche Bank;Koblenz;57070024;DEUTDEDB570;19
Deutsche Bank;Koblenz;57070045;DEUTDE5M570;19
Postbank/DSL Ndl der Deutsche Bank;Koblenz;57070324;DEUTDEDBP28;1
Postbank/DSL Ndl der Deutsche Bank;Koblenz;57070395;DEUTDE5MP28;1
Commerzbank vormals Dresdner Bank;Koblenz;57080070;DRESDEFF570;23
PSD Bank Koblenz;Koblenz;57090900;GENODEF1P12;31
Volksbank Rhein-Lahn-Limburg;Diez;57092800;GENODE51DIE;31
Raiffeisenbank Unterwesterwald;Arzbach;57263015;GENODE51ARZ;56
Sparkasse Westerwald-Sieg;Bad Marienberg (Westerwald);57351030;MALADE51AKI;8
Volksbank Gebhardshain;Gebhardshain;57361476;GENODED1GBS;56
Volksbank Daaden;Daaden;57391200;GENODE51DAA;31
Volksbank Hamm/Sieg eG;Hamm (Sieg);57391500;GENODE51HAM;31
Westerwald Bank eG Volks- und Raiffeisenbank;Montabaur;57391800;GENODE51WW1;31
Sparkasse Neuwied;Neuwied;57450120;MALADE51NWD;8
VR Bank Rhein-Mosel;Neuwied;57460117;GENODED1NWD;56
Deutsche Bank;Neuwied;57470024;DEUTDEDB574;19
Deutsche Bank;Neuwied;57470047;DEUTDE5M574;19
Kreissparkasse Mayen;Mayen;57650010;MALADE51MYN;8
Kreissparkasse Ahrweiler;Bad Neuenahr-Ahrweiler;57751310;MALADE51AHR;8
Volksbank RheinAhrEifel;Koblenz;57761591;GENODED1BNA;56
Volksbank RheinAhrEifel (Gf GAA);Koblenz;57761599;GENODED1BNA;0
Raiffeisenbank Grafschaft-Wachtberg;Grafschaft;57762265;GENODED1GRO;56
SEB;Trier;58510111;ESSEDE5F585;0
UniCredit Bank - HypoVereinsbank;Trier;58520086;HYVEDEMM437;0
Commerzbank;Trier;58540035;COBADEFFXXX;23
Sparkasse Trier;Trier;58550130;TRISDE55XXX;8
Volksbank Trier;Trier;58560103;GENODED1TVB;56
Pax-Bank;Trier;58560294;GENODED1PA3;56
Raiffeisenbank Mehring-Leiwen;Leiwen;58561771;GENODED1MLW;56
Deutsche Bank;Trier;58570024;DEUTDEDB585;19
Deutsche Bank;Trier;58570048;DEUTDE5M585;19
Commerzbank vormals Dresdner Bank;Trier;58580074;DRESDEFF585;23
PSD Bank Köln eG;Trier;58590900;GENODEF1P21;0
Kreissparkasse Bitburg-Prüm;Bitburg;58650030;MALADE51BIT;8
